Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDR16,5.845,0.105445801,214.4218,OUT018,1496.0526,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCQ05,11.395,0.01821854,151.6708,OUT013,3460.8284,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDF44,7.17,0.05997133,132.1968,OUT018,2870.9296,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU50,5.75,0.075595405,114.7176,OUT017,1259.6936,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG20,15.5,0.210375806,178.2028,OUT010,177.1028,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDD58,7.76,0.059341019,99.77,OUT035,798.96,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT01,13.65,0.18520944,212.9902,OUT017,3185.853,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK15,10.8,0.098566832,98.3042,OUT049,1488.063,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ08,11.1,0.11084417,189.2846,OUT049,5159.2842,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS10,19.2,0.0350152,182.0318,OUT027,5954.2494,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ55,12.8,0.023567538,226.8404,OUT049,4500.808,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU32,8.785,0.0227454368,123.0414,OUT010,121.8414,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG09,20.6,0.04792722,185.9556,OUT035,4318.3788,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE39,7.89,0.036207786,121.0782,OUT045,3456.1678,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU56,16.85,0.044377096,185.8266,OUT013,1659.8394,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCH55,16.35,0.034742632,127.402,OUT045,759.012,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDX33,9.195000000000002,0.116915909,159.4578,OUT027,4974.1918,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR24,17.35,0.062979148,87.983,OUT045,1707.777,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC33,8.96,0.068604503,197.3768,OUT027,7488.9184,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCV54,11.1,0.03294861,116.8124,OUT027,2488.7604,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCQ02,12.6,0.007450258,186.7556,OUT013,2816.334,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCU17,5.32,0.093027718,101.4674,OUT049,2954.1546,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCZ06,19.6,0.164864915,255.2698,OUT019,761.0094,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDV37,13.0,0.083498083,199.4426,OUT035,593.2278,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRH25,18.7,0.014522363,50.2324,OUT027,1298.31,24,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCI43,19.85,0.025963795,46.3376,OUT035,1150.5024,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCQ53,17.6,0.019012262,237.159,OUT017,3072.667,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCT18,14.6,0.059393919,181.7976,OUT035,3259.7568,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDF14,7.55,0.027212058,152.734,OUT049,2756.412,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM14,13.8,0.013263968,106.9254,OUT046,2930.1858,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX57,17.25,0.079113947,99.2068,OUT010,97.2068,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCV05,10.1,0.03020851,153.1656,OUT046,1544.656,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDX39,14.3,0.049634817,212.5586,OUT013,3165.879,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDA23,9.8,0.047187038,100.6016,OUT046,1619.2256,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCV06,11.3,0.066681333,194.4478,OUT046,387.4956,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCE31,7.67,0.185218446,36.3216,OUT045,415.4592,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DRI39,13.8,0.162462044,55.893,OUT010,226.372,11,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDH21,10.395,0.031273559,160.0604,OUT049,1267.6832,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR26,20.7,0.042836778,175.8028,OUT046,1593.9252,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA14,16.1,0.114127418,147.176,OUT019,585.904,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDG21,17.35,0.146895866,149.605,OUT018,3745.125,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCQ38,16.35,0.013420879,104.828,OUT018,1810.976,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDN20,19.35,0.026181893,167.0474,OUT046,2358.2636,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCN29,15.2,0.012184999,50.3034,OUT017,145.8102,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDI28,14.3,0.026428924,78.2302,OUT018,554.6114,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA03,18.5,0.045243613,146.8102,OUT027,3499.4448,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDZ28,20.0,0.0537175658,127.3678,OUT046,1780.3492,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO52,11.6,0.076790922,172.1106,OUT027,2566.659,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDU10,10.1,0.045950475,38.2848,OUT017,1230.3984,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDP13,8.1,0.133673087,41.548,OUT027,918.804,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV02,16.75,0.060252433,170.7106,OUT027,3079.9908,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS28,8.18,0.082529704,56.9588,OUT049,744.3644,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW49,19.5,0.082552214,179.8002,OUT046,716.4008,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP33,18.7,0.089272253,254.7672,OUT046,5113.344,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDJ03,12.35,0.072541731,48.5692,OUT045,886.8456,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ51,16.0,0.017536671,45.5718,OUT013,1039.9796,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRK23,8.395,0.072088552,253.704,OUT049,4554.072,10,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDU11,4.785,0.092781435,119.7098,OUT045,1807.647,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCK06,5.03,0.008644894,122.6756,OUT035,2665.8632,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY09,15.6,0.025342692,174.3054,OUT017,1751.054,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCY18,7.285,0.031145743,173.6054,OUT035,2626.581,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDA10,20.35,0.137468237,120.9072,OUT049,1470.0864,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO34,17.7,0.030108283,165.9816,OUT017,4362.3216,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE38,6.5200000000000005,0.044391149,164.3842,OUT027,4476.1734,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF40,20.25,0.022639471,248.4092,OUT017,2241.0828,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY02,8.945,0.0913836609,264.791,OUT017,4733.838,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDS03,7.825,0.139419417,66.0826,OUT019,258.3304,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB59,18.25,0.015278899,199.0084,OUT046,3174.5344,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCQ42,20.35,0.039329257,127.6678,OUT049,2924.8594,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDO15,16.75,0.008579863,72.3038,OUT049,960.7494,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRN47,12.1,0.028164527,178.166,OUT010,539.298,11,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDA03,18.5,0.04385452222222222,144.2102,OUT035,2041.3428,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA01,15.0,0.054367971,58.5904,OUT035,996.0368,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB38,19.5,0.0273467,158.992,OUT046,1757.712,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT59,13.65,0.016001434,230.6668,OUT017,1842.9344,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG08,13.15,0.165328057,170.6764,OUT035,3435.528,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDV56,16.1,0.013529884,106.2596,OUT027,1402.1748,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY26,20.6,0.030510526,211.4244,OUT046,7833.8028,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRE13,6.28,0.027699863,87.9198,OUT035,1221.0772,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDE51,5.925,0.09646733,42.8086,OUT046,669.129,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL40,17.7,0.011636708,94.541,OUT045,1061.951,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD50,18.85,0.141642219,168.1132,OUT046,2874.9244,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC04,15.6,0.044767801,241.8854,OUT027,4592.0226,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDN15,17.5,0.028009382,141.718,OUT010,419.454,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDC46,17.7,0.1164455,182.8266,OUT013,5163.9448,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV56,16.1,0.013584408,107.7596,OUT013,323.5788,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK43,9.8,0.026950104,128.402,OUT018,1265.02,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCR29,7.565,0.054751689,54.793,OUT045,622.523,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDY03,17.6,0.076121831,111.7202,OUT046,1125.202,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU44,12.15,0.058516562,164.1552,OUT049,5198.5664,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ04,9.31,0.037923509,61.651,OUT013,379.506,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU16,19.25,0.058365706,82.1908,OUT049,2432.8332,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV07,9.5,0.031346387,110.7228,OUT045,1657.842,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCL19,15.35,0.015663185,143.947,OUT013,3006.087,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW01,14.5,0.063750302,153.4682,OUT027,2287.023,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDC10,9.8,0.07252476,120.3098,OUT027,1687.1372,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRC12,17.85,0.038040837,189.1188,OUT017,3237.1196,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRK39,7.02,0.049823902,82.225,OUT013,2746.425,22,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDG24,7.975,0.014560297,81.425,OUT027,1331.6,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO04,16.6,0.026408698,53.2614,OUT027,607.8754,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRB25,12.3,0.069446588,106.3938,OUT035,857.5504,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDK26,5.46,0.03217132,184.824,OUT035,4287.752,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDM52,15.1,0.026046138,147.2076,OUT045,1773.6912,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY07,11.8,0.121848436,46.8402,OUT045,597.2226,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCO06,19.25,0.108470504,33.4558,OUT018,441.4254,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDO10,13.65,0.0085099589,55.8588,OUT045,1431.47,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDK34,13.35,0.038494623,240.2564,OUT013,2860.2768,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS33,6.67,0.122830885,86.9514,OUT027,3364.9532,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO45,13.15,0.038029746,88.6856,OUT045,1757.712,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDF08,14.3,0.065207559,89.8856,OUT046,966.7416,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH58,12.3,0.037014587,115.1834,OUT045,1958.1178,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDS03,7.825,0.133281968,63.2826,OUT010,129.1652,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRF03,19.1,0.045299563,38.8138,OUT035,365.5242,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDE02,8.71,0.121149472,93.7778,OUT013,1783.6782,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCZ06,19.6,0.094083303,252.2698,OUT013,2790.3678,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW49,19.5,0.0861065827,179.3002,OUT049,2328.3026,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR23,15.85,0.0852754171,174.737,OUT017,2822.992,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCJ29,10.6,0.035022503,85.1224,OUT027,2045.3376,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDY35,17.6,0.016060186,47.2402,OUT045,505.3422,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ01,8.975,0.009014978,102.699,OUT027,3095.97,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX19,19.1,0.096733815,233.1958,OUT046,5141.3076,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG44,6.13,0.102607233,54.0298,OUT018,808.947,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ23,6.55,0.024521191,100.6332,OUT035,2665.8632,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY22,16.5,0.160624116,143.8128,OUT017,2588.6304,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN41,17.0,0.052165855,125.073,OUT013,1108.557,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDA47,10.5,0.113514422,162.421,OUT045,1304.968,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCD19,8.93,0.009779828555555556,55.4614,OUT045,331.5684,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDO36,19.7,0.07753654,180.866,OUT027,3235.788,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDH20,16.1,0.024928351,95.141,OUT013,3089.312,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN12,15.6,0.08071118,113.1544,OUT027,3355.632,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCJ30,5.82,0.080968973,171.379,OUT018,2037.348,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDB09,16.25,0.057485328,126.2046,OUT049,1867.569,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA09,13.35,0.149669322,180.266,OUT045,898.83,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDL24,10.3,0.024776026,172.3422,OUT027,7759.899,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDP03,5.15,0.061165512,125.6388,OUT035,2848.2924,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR58,6.675,0.041718456,94.5462,OUT027,2868.9322,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO13,7.865,0.06100886,166.0526,OUT013,3617.9572,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRD49,9.895,0.167799329,239.4564,OUT035,5243.8408,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCF42,17.35,0.167351411,176.0712,OUT035,2109.2544,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRK35,8.365,0.071832909,36.1506,OUT035,721.0614,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDR58,6.675,0.041886576,92.1462,OUT013,1203.1006,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ15,20.35,0.150341867,83.1276,OUT027,1868.2348,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCP50,17.35,0.020542737,80.5618,OUT013,322.2472,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDV45,16.75,0.045047439,186.4556,OUT046,3942.8676,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRP35,18.85,0.091008572,129.6336,OUT049,3195.84,10,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDN23,6.575,0.07549348,143.5444,OUT035,3338.3212,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS44,12.65,0.156286566,238.9538,OUT049,4086.0146,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCI54,15.2,0.033735909,110.9912,OUT018,1856.2504,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDH40,11.6,0.078547351,79.3276,OUT027,1380.8692,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF46,7.07,0.093653464,113.3834,OUT035,1267.0174,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA21,13.65,0.036107198,184.4924,OUT018,5182.5872,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI41,18.5,0.109003832,145.2418,OUT019,147.1418,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDE35,7.06,0.073480266,58.8904,OUT010,58.5904,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRJ24,11.8,0.113234914,186.3924,OUT013,5367.6796,22,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCK17,11.0,0.037711338,41.548,OUT027,1358.232,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDA15,9.3,0.016054884,250.2092,OUT045,5976.2208,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD36,13.3,0.021170542,117.6124,OUT027,2251.7356,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRD60,15.7,0.065188619,181.1634,OUT019,181.7634,24,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDA46,13.6,0.117537563,195.4136,OUT013,5443.5808,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCO54,19.5,0.01430324,57.2614,OUT045,1547.3192,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL48,19.35,0.137697119,47.1034,OUT010,145.8102,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCM19,12.65,0.047008497,112.0202,OUT027,5063.409,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
