Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Identifier,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
DRI13,216.4508,5426.27,14,0.020441939,15.35,2007,OUT017,80,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
FDG31,64.4826,2518.7214,10,0.037712875,12.792854228644284,1985,OUT027,411,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDP04,65.2168,958.752,5,0.013840784,15.35,2002,OUT045,734,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDH35,162.9526,1151.1682,15,0.060198496,18.25,1987,OUT013,453,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
NCB42,117.2492,2432.8332,8,0.008559557,11.8,2004,OUT035,1280,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
FDQ14,147.905,1647.855,4,0.061883353,9.27,1999,OUT049,785,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDI19,242.8512,5816.4288,10,0.052085615,12.792854228644284,1985,OUT027,480,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDJ55,224.8404,1575.2828,10,0.039385992,12.8,1998,OUT010,538,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
DRN59,45.206,792.302,7,0.064241345,15.0,1999,OUT049,135,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NCR06,42.8112,639.168,9,0.006759519,12.5,1987,OUT013,1467,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
NCF42,176.2712,2988.1104,9,0.167243769,17.35,1987,OUT013,1320,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
FDG24,84.725,1747.725,0,0.01469075,7.975,2009,OUT018,407,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDB58,142.0154,2410.8618,13,0.013551445,10.5,2009,OUT018,233,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDQ56,82.3908,3691.1952,6,0.105085956,12.792854228644284,1985,OUT027,815,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
NCV41,112.5228,1989.4104,8,0.017038777,14.35,1997,OUT046,1515,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
FDW19,110.657,2087.283,6,0.038718195,12.35,2007,OUT017,1081,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDO56,119.1808,351.5424,6,0.075291577,10.195,1998,OUT010,728,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDI41,148.7418,2501.4106,5,0.0,18.5,2002,OUT045,495,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDN10,119.5124,829.5868,13,0.0,11.5,2009,OUT018,659,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDY20,92.2488,1358.232,6,0.082085787,12.5,2009,OUT018,1182,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
DRM37,198.5768,6897.688,14,0.095931002,12.792854228644284,1985,OUT027,125,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
FDV34,72.9038,1034.6532,13,0.011448629,10.695,2002,OUT045,1044,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NCX18,195.011,1964.11,9,0.00879232,14.15,2004,OUT035,1532,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
FDY10,114.9176,1946.7992,13,0.049167388,17.6,2002,OUT045,1174,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NCZ17,39.8506,1480.0734,8,0.079046992,12.792854228644284,1985,OUT027,1551,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
FDT12,227.4062,5191.2426,0,0.049580407,6.215,1987,OUT013,926,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDD57,96.0094,1808.9786,6,0.022399592,18.1,1997,OUT046,315,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDK45,111.586,3395.58,12,0.033926852,11.65,2002,OUT045,569,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDJ57,185.0582,5201.2296,12,0.021617397,7.42,2002,OUT045,540,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NCI31,36.819,768.999,11,0.0814536,20.0,1999,OUT049,1347,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FDZ48,112.4544,2348.9424,0,0.07607772,17.75,1999,OUT049,1253,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDI16,54.564,1597.92,5,0.135775701,14.0,1997,OUT046,479,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDZ31,193.0504,2492.7552,6,0.0,15.35,1999,OUT049,1238,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
DRG15,61.5536,796.2968,4,0.076891526,6.13,2002,OUT045,54,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
FDX36,226.5404,4500.808,0,0.128543405,9.695,2002,OUT045,1146,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDD40,191.5162,3078.6592,4,0.014793357,20.25,1997,OUT046,303,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDA04,259.7962,5697.9164,5,0.066406853,12.792854228644284,1985,OUT027,148,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDL21,40.848,679.116,13,0.007140468,15.85,1987,OUT013,592,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDS21,62.8194,928.791,13,0.020858779,19.85,1987,OUT013,884,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
DRF23,172.5396,3663.2316,7,0.123346085,4.61,2007,OUT017,41,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
FDM46,93.912,1304.968,13,0.159937597,7.365,2004,OUT035,645,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
DRG49,242.8486,3420.8804,14,0.067128641,12.792854228644284,1985,OUT027,62,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
FDG26,255.933,3844.995,3,0.042736348,18.85,2002,OUT045,408,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDR51,148.4708,3761.77,10,0.172629683,12.792854228644284,1985,OUT027,860,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDV39,196.7426,2768.3964,10,0.007278512,11.3,2004,OUT035,1049,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDC39,205.7296,4570.0512,4,0.0,7.405,2007,OUT017,261,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDP45,252.9724,3020.0688,13,0.03079807,15.7,2007,OUT017,764,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDC56,118.244,958.752,6,0.12152072,7.72,1997,OUT046,273,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDK38,149.7734,2375.5744,3,0.053591345,6.65,2007,OUT017,564,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCJ29,84.4224,852.224,8,0.035163639,10.6,1987,OUT013,1357,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
NCF19,48.6034,145.8102,9,0.061470858,12.792854228644284,1985,OUT019,1317,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDG59,37.5164,270.3148,15,0.043226398,15.85,2004,OUT035,429,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDE59,36.6532,251.6724,15,0.062640143,12.15,2007,OUT017,356,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDB04,89.4856,1142.5128,4,0.06358394,11.35,2007,OUT017,193,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCK05,60.8536,1347.5792,8,0.077389797,20.1,1987,OUT013,1363,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
FDR03,204.998,5366.348,10,0.00878535,15.7,2007,OUT017,822,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDQ03,238.0248,711.0744,10,0.136592891,12.792854228644284,1985,OUT019,776,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDC59,64.2168,1661.8368,15,0.054937907,16.7,2007,OUT017,276,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
DRB13,191.153,3415.554,14,0.007084185,6.115,2007,OUT017,4,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
NCE54,73.9354,1655.1788,9,0.027052013,20.7,2007,OUT017,1312,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
FDC10,118.6098,843.5686,13,0.072863893,9.8,2004,OUT035,242,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDR46,148.076,146.476,13,0.244102315,12.792854228644284,1985,OUT019,856,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDA10,121.9072,1347.5792,13,0.141789197,20.35,2004,OUT035,152,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDP23,218.2166,3701.1822,1,0.035414528,12.792854228644284,1985,OUT027,748,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDJ41,260.0594,6018.1662,5,0.022864238,6.85,1987,OUT013,530,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDL46,116.5466,1885.5456,13,0.054011943,20.35,1987,OUT013,609,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDX33,158.9578,2246.4092,13,0.117462619,9.195,2004,OUT035,1143,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NCL29,158.8604,4436.8912,8,0.11411658,9.695,1999,OUT049,1381,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FDE16,206.7954,833.5816,5,0.046124444,12.792854228644284,1985,OUT019,326,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDM57,85.1908,2181.1608,13,0.075849167,11.65,1997,OUT046,650,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDZ36,188.324,1491.392,0,0.065729039,6.035,1987,OUT013,1243,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
NCW42,221.8456,884.1824,9,0.097865088,18.2,1998,OUT010,1526,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
NCI54,110.4912,436.7648,9,0.058827583,12.792854228644284,1985,OUT019,1350,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
DRK01,93.3436,1323.6104,14,0.061313057,7.63,2009,OUT018,102,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
FDX10,33.2874,141.1496,13,0.123961415,6.385,2002,OUT045,1124,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDO46,187.3872,2647.2208,13,0.014270394,9.6,2009,OUT018,722,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDD16,75.0696,149.1392,5,0.060847634,20.5,1998,OUT010,287,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDZ20,253.0356,11445.102,6,0.0,12.792854228644284,1985,OUT027,1230,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
NCI18,225.4746,1346.2476,9,0.014103354,18.35,2007,OUT017,1344,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
DRI25,56.2614,773.6596,14,0.033901442,19.6,1997,OUT046,82,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDY44,197.211,3731.809,6,0.024454052,14.15,2002,OUT045,1201,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDW38,55.9298,107.8596,4,0.0,12.792854228644284,1985,OUT019,1098,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDY33,159.0262,5887.6694,13,0.096730427,12.792854228644284,1985,OUT027,1192,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
DRH51,89.8856,351.5424,4,0.097198194,17.6,2004,OUT035,75,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
FDT32,188.4214,2826.321,6,0.066005186,19.0,2007,OUT017,942,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDI50,228.7352,5954.9152,3,0.030890618,8.42,1999,OUT049,500,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDB60,195.8136,2332.9632,0,0.028498354,9.3,1987,OUT013,235,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDP09,213.2902,4247.804,13,0.033883448,19.75,2004,OUT035,737,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDA20,185.324,3914.904,6,0.066565644,6.78,1987,OUT013,159,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
NCX05,116.2492,115.8492,8,0.169943195,12.792854228644284,1985,OUT019,1529,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
DRF37,263.591,788.973,14,0.0,17.25,2002,OUT045,45,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
FDJ26,215.0218,1923.4962,3,0.084765192,15.3,1997,OUT046,521,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDZ25,168.279,4074.696,3,0.027617046,15.7,1997,OUT046,1234,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDZ58,121.7072,2817.6656,13,0.052166995,17.85,2004,OUT035,1261,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDZ50,184.2608,6064.1064,4,0.0,12.792854228644284,1985,OUT027,1255,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
NCG18,104.0332,205.0664,9,0.038460297,15.3,1998,OUT010,1326,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
FDZ56,166.9474,2863.6058,6,0.025789175,16.25,2002,OUT045,1259,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDH50,185.1266,2213.1192,3,0.161301097,15.0,1987,OUT013,462,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
DRO35,116.1492,1274.3412,7,0.034640466,13.85,2002,OUT045,136,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
DRH51,89.1856,2109.2544,4,0.0,12.792854228644284,1985,OUT027,75,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
FDS19,77.3012,1593.9252,6,0.064307102,13.8,1999,OUT049,882,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NCM06,153.9656,2625.9152,9,0.076036381,7.475,2009,OUT018,1390,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
FDP52,228.601,4823.721,5,0.071091591,18.7,2007,OUT017,769,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDK02,119.244,119.844,3,0.187841082,12.5,1998,OUT010,543,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDG59,38.3164,540.6296,15,0.043234574,15.85,1997,OUT046,429,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDN20,169.5474,4211.185,6,0.026055106,12.792854228644284,1985,OUT027,664,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDO57,161.3578,4492.8184,13,0.109153001,20.75,2009,OUT018,729,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NCJ30,168.379,1188.453,9,0.08062523,5.82,2004,OUT035,1358,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
FDQ31,89.8856,175.7712,6,0.0901292,5.785,1998,OUT010,798,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDC05,195.7768,4138.6128,5,0.098938169,13.1,1999,OUT049,239,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDM08,225.1088,3579.3408,6,0.0,10.1,1987,OUT013,621,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
NCA41,192.1162,3848.324,8,0.032580547,16.75,2004,OUT035,1270,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
FDK15,98.9042,4960.21,10,0.097937252,12.792854228644284,1985,OUT027,550,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDX56,208.5638,5383.6588,6,0.0,17.1,1999,OUT049,1162,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDT21,248.9092,2241.0828,13,0.020391845,7.42,1997,OUT046,933,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDQ46,113.7544,671.1264,13,0.103813029,7.51,1997,OUT046,808,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDS01,179.6686,177.7686,3,0.031069203,12.792854228644284,1985,OUT019,868,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDW34,242.417,486.034,13,0.062294473,12.792854228644284,1985,OUT019,1094,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDX07,181.195,2380.235,6,0.022914478,19.2,2004,OUT035,1121,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDN13,99.9358,201.0716,2,0.152058281,18.6,1997,OUT046,661,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NCP02,59.2562,651.8182,9,0.044991294,7.105,2009,OUT018,1437,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
FDT48,199.8084,3968.168,0,0.046214971,4.92,2007,OUT017,956,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDZ49,221.5798,4187.2162,3,0.13312044,11.0,2004,OUT035,1254,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NCJ17,84.4224,170.4448,8,0.255348289,7.68,1998,OUT010,1354,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
FDB17,181.3976,3078.6592,5,0.036879539,13.15,2007,OUT017,203,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDP48,182.995,4394.28,0,0.044202545,7.52,2009,OUT018,766,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDI53,162.1236,2577.9776,5,0.137858955,8.895,1999,OUT049,502,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDW02,126.7704,2628.5784,4,0.037668051,4.805,1987,OUT013,1068,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDL20,112.7886,222.3772,6,0.224837308,12.792854228644284,1985,OUT019,591,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDV32,62.751,1707.777,6,0.089069748,7.785,2009,OUT018,1042,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDG38,86.0224,1278.336,3,0.053027398,8.975,2007,OUT017,416,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCB31,262.891,5522.811,9,0.118099673,12.792854228644284,1985,OUT027,1279,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
FDF52,182.9292,4013.4424,5,0.0,9.3,2007,OUT017,388,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDB15,263.7568,7646.0472,4,0.137023446,10.895,1999,OUT049,201,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDO48,220.9456,1768.3648,0,0.026950104,15.0,2009,OUT018,723,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NCR53,224.4404,5626.01,8,0.0,12.15,2009,OUT018,1476,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
FDF56,180.3976,3078.6592,6,0.119362812,16.7,1987,OUT013,390,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDL57,257.3304,3874.956,13,0.067350054,15.1,2009,OUT018,615,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NCC31,157.7972,1713.7692,9,0.0,8.02,1987,OUT013,1289,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
FDE33,78.2644,1492.7236,6,0.049712775,19.35,1999,OUT049,337,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDV52,119.7466,4006.7844,5,0.122208091,20.7,2007,OUT017,1060,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDR46,147.476,3368.948,13,0.138742518,12.792854228644284,1985,OUT027,856,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
DRE12,114.586,1245.046,14,0.070780558,4.59,1997,OUT046,28,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDD57,95.5094,95.2094,6,0.037492325,18.1,1998,OUT010,315,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
NCS41,185.1608,2388.8904,8,0.053527105,12.85,1999,OUT049,1485,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NCY41,34.0532,575.2512,8,0.076164013,16.75,2007,OUT017,1545,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
FDV22,154.463,3755.112,13,0.009995002,14.85,2007,OUT017,1034,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDF12,149.1076,1182.4608,0,0.08259502,8.235,2002,OUT045,364,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDM13,131.3626,262.3252,2,0.063122753,6.425,1987,OUT013,625,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDQ56,83.4908,1342.2528,6,0.105597316,6.59,1997,OUT046,815,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDW55,247.0092,5478.2024,6,0.021863506,12.792854228644284,1985,OUT027,1111,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
NCT29,123.0414,4629.9732,8,0.063800266,12.792854228644284,1985,OUT027,1493,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
NCX42,163.0526,1644.526,9,0.006012413,6.36,2007,OUT017,1536,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
FDR24,89.383,1258.362,0,0.063207198,17.35,2007,OUT017,839,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
